"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
22307,12/31/2024 0:00:00,12447,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
22314,12/31/2024 0:00:00,12454,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","","","","1","1","","","","","1","1",""
22322,12/31/2024 0:00:00,12462,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","1","","1","",""
22323,12/31/2024 0:00:00,12463,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22337,12/31/2024 0:00:00,12476,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22340,12/31/2024 0:00:00,12479,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22362,12/31/2024 0:00:00,12500,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22369,12/31/2024 0:00:00,12506,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","1","","1","","","","","","","",""
22400,12/31/2024 0:00:00,12537,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22417,12/31/2024 0:00:00,12553,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22426,12/31/2024 0:00:00,12562,"549300T5T60SK9MMCD03","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 12 2024  5:00AM","","","","","","","","","","","","","","","","",""
22428,12/31/2024 0:00:00,12564,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22447,12/31/2024 0:00:00,12583,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22449,12/31/2024 0:00:00,12584,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22456,12/31/2024 0:00:00,12591,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22458,12/31/2024 0:00:00,12593,"549300KRHOMDHAKS8L29","1","1","1","0","0","1","0","0","1","0","1","0","1","1","1","Mar  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
22464,12/31/2024 0:00:00,12599,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22468,12/31/2024 0:00:00,12603,"549300NZWZUYUWE0A562","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
22478,12/31/2024 0:00:00,12612,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22520,12/31/2024 0:00:00,12654,"549300WDLOVGUYVTS727","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2024  5:00AM","","","","","","","","","","","","","","","","",""
22522,12/31/2024 0:00:00,12656,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22527,12/31/2024 0:00:00,12661,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22530,12/31/2024 0:00:00,12664,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22560,12/31/2024 0:00:00,12693,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22566,12/31/2024 0:00:00,12699,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22592,12/31/2024 0:00:00,12724,"549300RUKY2I2HQ2AI44","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 12 2025  5:00AM","","","","","","","","","","","","","","","","",""
22625,12/31/2024 0:00:00,12757,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22637,12/31/2024 0:00:00,12769,"254900ZELVKWROFNEC29","1","0","1","0","1","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
22652,12/31/2024 0:00:00,12784,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
22657,12/31/2024 0:00:00,12789,"54930086UI4O90IKYD43","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan  8 2025  5:00AM","","","","","","","","","","","","","","","","",""
22681,12/31/2024 0:00:00,12812,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22688,12/31/2024 0:00:00,12818,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22695,12/31/2024 0:00:00,12825,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22700,12/31/2024 0:00:00,12830,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
22704,12/31/2024 0:00:00,12834,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22719,12/31/2024 0:00:00,12849,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22723,12/31/2024 0:00:00,12853,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22740,12/31/2024 0:00:00,12869,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","","","","","","1","1","1","1","",""
22747,12/31/2024 0:00:00,12876,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22754,12/31/2024 0:00:00,12883,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22769,12/31/2024 0:00:00,12898,"549300Q50XCC0473FG63","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Jan 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
22785,12/31/2024 0:00:00,12914,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22883,12/31/2024 0:00:00,13012,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22931,12/31/2024 0:00:00,13060,"5493008UZWYHK74O4341","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb  6 2024  5:00AM","","","","","","","","","","","","","","","","",""
22953,12/31/2024 0:00:00,13082,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22962,12/31/2024 0:00:00,13091,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22972,12/31/2024 0:00:00,13101,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22978,12/31/2024 0:00:00,13107,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23004,12/31/2024 0:00:00,13133,"2549005B0YP23JCTYV51","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 26 2024  8:00AM","","","","","","","","","","","","","","","","",""
23015,12/31/2024 0:00:00,13144,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23017,12/31/2024 0:00:00,13146,"549300XPGZ2ODNN94697","1","0","1","0","0","1","1","0","0","0","0","0","1","1","1","Jan 31 2024  6:00AM","","","","","","","","","","","","","","","","",""
23020,12/31/2024 0:00:00,13149,"5493009KQ3D6Q5VM0B61","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 24 2025  5:00AM","","","","","","","","","","","","","","","","",""
23052,12/31/2024 0:00:00,13181,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23060,12/31/2024 0:00:00,13189,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23070,12/31/2024 0:00:00,13199,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23109,12/31/2024 0:00:00,13238,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23125,12/31/2024 0:00:00,13254,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23144,12/31/2024 0:00:00,13273,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","","1","1","1","",""
23156,12/31/2024 0:00:00,13285,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23162,12/31/2024 0:00:00,13291,"","1","0","0","0","0","0","0","0","1","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
23170,12/31/2024 0:00:00,13299,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
23174,12/31/2024 0:00:00,13303,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23177,12/31/2024 0:00:00,13306,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
23184,12/31/2024 0:00:00,13313,"","1","1","1","1","1","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","1","1","",""
23198,12/31/2024 0:00:00,13327,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23245,12/31/2024 0:00:00,13374,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23276,12/31/2024 0:00:00,13405,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23279,12/31/2024 0:00:00,13408,"54930053SM8COVIPIY54","1","1","1","0","1","1","0","1","0","0","1","1","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
23283,12/31/2024 0:00:00,13412,"00011562345678952638","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
23287,12/31/2024 0:00:00,13416,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23292,12/31/2024 0:00:00,13421,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23294,12/31/2024 0:00:00,13423,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","","","","",""
23309,12/31/2024 0:00:00,13438,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","","","","1","1","","","","","1","1",""
23327,12/31/2024 0:00:00,13456,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23355,12/31/2024 0:00:00,13484,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23361,12/31/2024 0:00:00,13490,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23371,12/31/2024 0:00:00,13500,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23376,12/31/2024 0:00:00,13505,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23386,12/31/2024 0:00:00,13515,"","1","0","1","0","0","0","0","0","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
23394,12/31/2024 0:00:00,13523,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23421,12/31/2024 0:00:00,13550,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23425,12/31/2024 0:00:00,13554,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23467,12/31/2024 0:00:00,13596,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23494,12/31/2024 0:00:00,13623,"549300MAIHYOT48UVH49","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2024  5:00AM","","","","","","","","","","","","","","","","",""
23503,12/31/2024 0:00:00,13632,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","","","","","",""
23521,12/31/2024 0:00:00,13650,"549300JPGMCMBEJEK584","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Feb 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
23525,12/31/2024 0:00:00,13654,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23540,12/31/2024 0:00:00,13669,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","","1","","1","",""
23545,12/31/2024 0:00:00,13674,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23556,12/31/2024 0:00:00,13685,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","","1","1","1","",""
23582,12/31/2024 0:00:00,13711,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23605,12/31/2024 0:00:00,13734,"549300QEVTCM4MW2YI14","1","0","1","0","0","0","0","1","0","0","1","1","1","1","1","Mar 31 2024  5:00AM","","","","","","","","","","","","","","","","",""
23615,12/31/2024 0:00:00,13744,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
23620,12/31/2024 0:00:00,13749,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23627,12/31/2024 0:00:00,13756,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23630,12/31/2024 0:00:00,13759,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23658,12/31/2024 0:00:00,13787,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
23678,12/31/2024 0:00:00,13807,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
23700,12/31/2024 0:00:00,13829,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23709,12/31/2024 0:00:00,13838,"","1","0","1","0","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
23717,12/31/2024 0:00:00,13846,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23722,12/31/2024 0:00:00,13851,"","1","1","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23725,12/31/2024 0:00:00,13854,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23753,12/31/2024 0:00:00,13882,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
23760,12/31/2024 0:00:00,13889,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
23780,12/31/2024 0:00:00,13909,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
